transcription,audio_path
A cartilagem costal está íntegra.,dataset_elevenlabs_llm+tts/664.mp3
Observa-se pequena osteopenia.,dataset_elevenlabs_llm+tts/665.mp3
Não há sinais de osteomielite crônica.,dataset_elevenlabs_llm+tts/666.mp3
A cavidade nasal é permeável.,dataset_elevenlabs_llm+tts/667.mp3
Observa-se discreta hipotransparência óssea.,dataset_elevenlabs_llm+tts/668.mp3
Não há sinais de anomalia crânio-facial.,dataset_elevenlabs_llm+tts/669.mp3
A densidade óssea é elevada.,dataset_elevenlabs_llm+tts/670.mp3
Observa-se discreta irregularidade vertebral.,dataset_elevenlabs_llm+tts/671.mp3
Não há evidências de osteossarcoma.,dataset_elevenlabs_llm+tts/672.mp3
O espaço discal é uniforme.,dataset_elevenlabs_llm+tts/673.mp3
Observa-se leve desvio costal.,dataset_elevenlabs_llm+tts/674.mp3
Não há evidências de bronquiectasia.,dataset_elevenlabs_llm+tts/675.mp3
O contorno lombar é preservado.,dataset_elevenlabs_llm+tts/676.mp3
Observa-se discreta osteocondritis.,dataset_elevenlabs_llm+tts/677.mp3
Não há sinais de fratura vertebral.,dataset_elevenlabs_llm+tts/678.mp3
O espaço articular é amplo.,dataset_elevenlabs_llm+tts/679.mp3
Observa-se leve hipotransparência articular.,dataset_elevenlabs_llm+tts/680.mp3
Não há sinais de hiperostose.,dataset_elevenlabs_llm+tts/681.mp3
O contorno vertebral está preservado.,dataset_elevenlabs_llm+tts/682.mp3
Observa-se leve hiperdensidade óssea.,dataset_elevenlabs_llm+tts/683.mp3
Não há evidências de pneumomediastino.,dataset_elevenlabs_llm+tts/684.mp3
O canal medular é regular.,dataset_elevenlabs_llm+tts/685.mp3
Observa-se discreta irregularidade óssea.,dataset_elevenlabs_llm+tts/686.mp3
Não há sinais de osteocondromatose.,dataset_elevenlabs_llm+tts/687.mp3
A densidade trabecular é homogênea.,dataset_elevenlabs_llm+tts/688.mp3
Observa-se pequena fratura subcondral.,dataset_elevenlabs_llm+tts/689.mp3
Não há sinais de artrite psoriática.,dataset_elevenlabs_llm+tts/690.mp3
A cavidade torácica aparenta-se normal.,dataset_elevenlabs_llm+tts/691.mp3
Observa-se discreta irregularidade cortical.,dataset_elevenlabs_llm+tts/692.mp3
Não há sinais de calcificação pleural.,dataset_elevenlabs_llm+tts/693.mp3
O contorno pélvico está preservado.,dataset_elevenlabs_llm+tts/694.mp3
Observa-se área de esclerose óssea.,dataset_elevenlabs_llm+tts/695.mp3
Não há evidências de fibrose cística.,dataset_elevenlabs_llm+tts/696.mp3
A densidade óssea é normal.,dataset_elevenlabs_llm+tts/697.mp3
Observa-se pequena erosão óssea.,dataset_elevenlabs_llm+tts/698.mp3
Não há sinais de doença pulmonar obstrutiva.,dataset_elevenlabs_llm+tts/699.mp3
Presença de discreta opacidade nos campos pulmonares superiores.,dataset_elevenlabs_llm+tts/700.mp3
Calcificações arteriais observadas na aorta abdominal.,dataset_elevenlabs_llm+tts/701.mp3
"Densidade aumentada na região do baço, sugerindo esplenomegalia.",dataset_elevenlabs_llm+tts/702.mp3
Achado de nódulo pulmonar no lobo inferior direito.,dataset_elevenlabs_llm+tts/703.mp3
Presença de derrame pleural à direita.,dataset_elevenlabs_llm+tts/704.mp3
Lesão hipodensa no fígado compatível com hemangioma.,dataset_elevenlabs_llm+tts/705.mp3
Ausência de linfonodos aumentados no mediastino.,dataset_elevenlabs_llm+tts/706.mp3
Evidência de fratura na tíbia proximal.,dataset_elevenlabs_llm+tts/707.mp3
"Espessamento da parede do intestino delgado, sugerindo enterite.",dataset_elevenlabs_llm+tts/708.mp3
"Cisto renal de padrão benigno, sem sinais de complicações.",dataset_elevenlabs_llm+tts/709.mp3
Hiperplasia da glândula adrenal esquerda.,dataset_elevenlabs_llm+tts/710.mp3
Redução da densidade óssea compatível com osteoporose.,dataset_elevenlabs_llm+tts/711.mp3
"Achado de colelitíase, sem sinais de colecistite.",dataset_elevenlabs_llm+tts/712.mp3
Imagem compatível com apendicite aguda.,dataset_elevenlabs_llm+tts/713.mp3
Segmento de aorta abdominal com aneurisma.,dataset_elevenlabs_llm+tts/714.mp3
Aumento do volume do ventrículo esquerdo.,dataset_elevenlabs_llm+tts/715.mp3
Discreta hepatomegalia observada.,dataset_elevenlabs_llm+tts/716.mp3
Nódulo tiroideano de características benignas.,dataset_elevenlabs_llm+tts/717.mp3
Linfoadenopatia na região inguinal esquerda.,dataset_elevenlabs_llm+tts/718.mp3
Derrame pericárdico leve.,dataset_elevenlabs_llm+tts/719.mp3
Lesão expansiva na base do crânio.,dataset_elevenlabs_llm+tts/720.mp3
Hipertrofia do miocárdio ventricular.,dataset_elevenlabs_llm+tts/721.mp3
Padrão em vidro fosco nos campos pulmonares.,dataset_elevenlabs_llm+tts/722.mp3
Cisto sebáceo no couro cabeludo.,dataset_elevenlabs_llm+tts/723.mp3
Aneurisma cerebral na artéria comunicante anterior.,dataset_elevenlabs_llm+tts/724.mp3
Fragmentos ósseos na articulação do quadril.,dataset_elevenlabs_llm+tts/725.mp3
Edema perilesional ao redor do tumor cerebral.,dataset_elevenlabs_llm+tts/726.mp3
Discreta escoliose torácica dextroconvexa.,dataset_elevenlabs_llm+tts/727.mp3
"Aneurisma da artéria esplênica, medindo 2,5 centímetros.",dataset_elevenlabs_llm+tts/728.mp3
Coleção líquida subcapsular no rim direito.,dataset_elevenlabs_llm+tts/729.mp3
Levantamento do seio maxilar esquerdo.,dataset_elevenlabs_llm+tts/730.mp3
Hipotrofia do músculo vasto medial.,dataset_elevenlabs_llm+tts/731.mp3
Tumor hiperdenso na glândula parótida.,dataset_elevenlabs_llm+tts/732.mp3
Imagem de trombo na veia jugular interna.,dataset_elevenlabs_llm+tts/733.mp3
Dilatação dos ductos biliares intra-hepáticos.,dataset_elevenlabs_llm+tts/734.mp3
Calcificações na próstata.,dataset_elevenlabs_llm+tts/735.mp3
Fratura do colo do fêmur esquerdo.,dataset_elevenlabs_llm+tts/736.mp3
Lesão osteolítica na tíbia.,dataset_elevenlabs_llm+tts/737.mp3
Presença de corpo estranho na cavidade abdominal.,dataset_elevenlabs_llm+tts/738.mp3
Evidência de atrofia cortical leve.,dataset_elevenlabs_llm+tts/739.mp3
Cisto de Baker na fossa poplítea direita.,dataset_elevenlabs_llm+tts/740.mp3
Lesão expansiva no esôfago distal.,dataset_elevenlabs_llm+tts/741.mp3
Espessamento da mucosa nasal.,dataset_elevenlabs_llm+tts/742.mp3
Hematoma subdural.,dataset_elevenlabs_llm+tts/743.mp3
Tromboembolismo pulmonar à direita.,dataset_elevenlabs_llm+tts/744.mp3
Hipodensidade no córtex cerebral.,dataset_elevenlabs_llm+tts/745.mp3
Aumento da glândula tireoide compatível com bócio.,dataset_elevenlabs_llm+tts/746.mp3
Presença de pólipo vesical.,dataset_elevenlabs_llm+tts/747.mp3
Dilatação das câmaras cardíacas.,dataset_elevenlabs_llm+tts/748.mp3
Hidrocele à esquerda.,dataset_elevenlabs_llm+tts/749.mp3
Aneurisma da artéria poplítea.,dataset_elevenlabs_llm+tts/750.mp3
Imagens de divertículos colônicos.,dataset_elevenlabs_llm+tts/751.mp3
Lesão cavitada no pulmão esquerdo.,dataset_elevenlabs_llm+tts/752.mp3
Presença de pneumatoceles.,dataset_elevenlabs_llm+tts/753.mp3
Hiperdensidade no seio esfenoidal.,dataset_elevenlabs_llm+tts/754.mp3
Dissecção da aorta torácica.,dataset_elevenlabs_llm+tts/755.mp3
Massa retroperitoneal de origem indeterminada.,dataset_elevenlabs_llm+tts/756.mp3
Edema cerebral difuso.,dataset_elevenlabs_llm+tts/757.mp3
Acúmulo de líquido na cavidade pleural.,dataset_elevenlabs_llm+tts/758.mp3
Presença de corpo lúgubre no canal auditivo.,dataset_elevenlabs_llm+tts/759.mp3
"Calcificações na mama direita, sem sinais suspeitos.",dataset_elevenlabs_llm+tts/760.mp3
Derrame articular no joelho esquerdo.,dataset_elevenlabs_llm+tts/761.mp3
Lesão hiperdensa no rim esquerdo.,dataset_elevenlabs_llm+tts/762.mp3
Cisto aracnoide.,dataset_elevenlabs_llm+tts/763.mp3
Dilatação do ureter esquerdo.,dataset_elevenlabs_llm+tts/764.mp3
Aderências pélvicas.,dataset_elevenlabs_llm+tts/765.mp3
Espessamento da parede gástrica.,dataset_elevenlabs_llm+tts/766.mp3
Imagem compatível com osteocondroma.,dataset_elevenlabs_llm+tts/767.mp3
Discreta protusão discal lombar.,dataset_elevenlabs_llm+tts/768.mp3
Dilatação do ventrículo cerebral direito.,dataset_elevenlabs_llm+tts/769.mp3
Imagem nodular no lóbulo frontal.,dataset_elevenlabs_llm+tts/770.mp3
Cisto pineal.,dataset_elevenlabs_llm+tts/771.mp3
Aneurisma de aorta torácica.,dataset_elevenlabs_llm+tts/772.mp3
Abscesso no músculo glúteo.,dataset_elevenlabs_llm+tts/773.mp3
Redução do espaço intervertebral L4-L5.,dataset_elevenlabs_llm+tts/774.mp3
Lesão expansiva no pâncreas.,dataset_elevenlabs_llm+tts/775.mp3
Calcificações em linfonodos mediastinais.,dataset_elevenlabs_llm+tts/776.mp3
Fragmentação óssea no rádio distal.,dataset_elevenlabs_llm+tts/777.mp3
Imagem de endometriose.,dataset_elevenlabs_llm+tts/778.mp3
Ectasia da artéria cerebral média.,dataset_elevenlabs_llm+tts/779.mp3
Hidrossalpinge à esquerda.,dataset_elevenlabs_llm+tts/780.mp3
Discreta atelectasia basal direita.,dataset_elevenlabs_llm+tts/781.mp3
Tumor de glândula suprarrenal.,dataset_elevenlabs_llm+tts/782.mp3
Imagem hipodensa sugestiva de cisto hepático.,dataset_elevenlabs_llm+tts/783.mp3
Cisto no ovário direito.,dataset_elevenlabs_llm+tts/784.mp3
Desvio do septo nasal.,dataset_elevenlabs_llm+tts/785.mp3
Linfonodomegalia inguinal bilateral.,dataset_elevenlabs_llm+tts/786.mp3
Formação cística na região periventricular.,dataset_elevenlabs_llm+tts/787.mp3
Dilatação do forame magno.,dataset_elevenlabs_llm+tts/788.mp3
Proeminência dos vasos pulmonares.,dataset_elevenlabs_llm+tts/789.mp3
Esclerosante mesenterite.,dataset_elevenlabs_llm+tts/790.mp3
Aumento da densidade cortical em ossos longos.,dataset_elevenlabs_llm+tts/791.mp3
Imagem sugestiva de hemorragia subaracnoidea.,dataset_elevenlabs_llm+tts/792.mp3
Pequena quantidade de líquido livre na pelve.,dataset_elevenlabs_llm+tts/793.mp3
Imagem de cisto de Naboth.,dataset_elevenlabs_llm+tts/794.mp3
Lesão expansiva no seio cavernoso.,dataset_elevenlabs_llm+tts/795.mp3
Calcificação no ligamento longitudinal anterior.,dataset_elevenlabs_llm+tts/796.mp3
Imagem sugestiva de pneumonia lobar.,dataset_elevenlabs_llm+tts/797.mp3
Protuberância occipital externa aumentada.,dataset_elevenlabs_llm+tts/798.mp3
Dilatação da vesícula biliar.,dataset_elevenlabs_llm+tts/799.mp3
Nódulo no lobo superior do pulmão esquerdo.,dataset_elevenlabs_llm+tts/800.mp3
Espessamento do peritônio.,dataset_elevenlabs_llm+tts/801.mp3
Imagem de espondilolistese L5-S1.,dataset_elevenlabs_llm+tts/802.mp3
Imagem sugestiva de herniação de disco intervertebral.,dataset_elevenlabs_llm+tts/803.mp3
Linfoadenopatia cervical bilateral.,dataset_elevenlabs_llm+tts/804.mp3
Coleções líquidas nos recessos perihepáticos.,dataset_elevenlabs_llm+tts/805.mp3
Calcificações pancreáticas.,dataset_elevenlabs_llm+tts/806.mp3
Imagem hipodensa no colo uterino.,dataset_elevenlabs_llm+tts/807.mp3
Discreta dilatação dos ureteres.,dataset_elevenlabs_llm+tts/808.mp3
Imagem compatível com lipoma epidural.,dataset_elevenlabs_llm+tts/809.mp3
Lesão expansiva na glândula hipófise.,dataset_elevenlabs_llm+tts/810.mp3
Edema na medula espinhal.,dataset_elevenlabs_llm+tts/811.mp3
Estreitamento do canal espinhal.,dataset_elevenlabs_llm+tts/812.mp3
Lesão lítica em vértebra torácica.,dataset_elevenlabs_llm+tts/813.mp3
Aneurisma da artéria renal esquerda.,dataset_elevenlabs_llm+tts/814.mp3
Sinais de osteoartrite em articulações sacroilíacas.,dataset_elevenlabs_llm+tts/815.mp3
Imagem compatível com enfisema pulmonar.,dataset_elevenlabs_llm+tts/816.mp3
Dilatação do sistema pielocalicial direito.,dataset_elevenlabs_llm+tts/817.mp3
Heterotopia cortical.,dataset_elevenlabs_llm+tts/818.mp3
Lesão expansiva intramedular.,dataset_elevenlabs_llm+tts/819.mp3
Cisto no ducto de Bartholin.,dataset_elevenlabs_llm+tts/820.mp3
Tumor na cauda do pâncreas.,dataset_elevenlabs_llm+tts/821.mp3
Coleção peripancreática.,dataset_elevenlabs_llm+tts/822.mp3
Aneurisma da artéria basilar.,dataset_elevenlabs_llm+tts/823.mp3
Hidrocefalia comunicante.,dataset_elevenlabs_llm+tts/824.mp3
Imagem sugestiva de sarcoidose.,dataset_elevenlabs_llm+tts/825.mp3
Calcificação em válvula aórtica.,dataset_elevenlabs_llm+tts/826.mp3
Deslocamento da traqueia.,dataset_elevenlabs_llm+tts/827.mp3
Massa no mediastino anterior.,dataset_elevenlabs_llm+tts/828.mp3
Lesão hipodensa no baço.,dataset_elevenlabs_llm+tts/829.mp3
Imagem de proliferação sinovial.,dataset_elevenlabs_llm+tts/830.mp3
Dilatação ventricular.,dataset_elevenlabs_llm+tts/831.mp3
Estreitamento dos vasos renais.,dataset_elevenlabs_llm+tts/832.mp3
Coleções líquidas periesplênicas.,dataset_elevenlabs_llm+tts/833.mp3
Imagem compatível com Neurofibromatose.,dataset_elevenlabs_llm+tts/834.mp3
Fratura do processo odontoide.,dataset_elevenlabs_llm+tts/835.mp3
Lesão expansiva no lóbulo temporal.,dataset_elevenlabs_llm+tts/836.mp3
Imagem sugestiva de hemangioma cavernoso.,dataset_elevenlabs_llm+tts/837.mp3
Ligamento cruzado anterior com espessamento.,dataset_elevenlabs_llm+tts/838.mp3
Lesão hipoecóica na glândula adrenal direita.,dataset_elevenlabs_llm+tts/839.mp3
Aneurisma da veia porta.,dataset_elevenlabs_llm+tts/840.mp3
Derrame pericárdico moderado.,dataset_elevenlabs_llm+tts/841.mp3
Fibrose pulmonar.,dataset_elevenlabs_llm+tts/842.mp3
Lesão hiperdensa nos gânglios da base.,dataset_elevenlabs_llm+tts/843.mp3
Abcesso no quadrante superior direito do abdômen.,dataset_elevenlabs_llm+tts/844.mp3
Dilatação do ducto cístico.,dataset_elevenlabs_llm+tts/845.mp3
Hipertrofia do septo interventricular.,dataset_elevenlabs_llm+tts/846.mp3
Imagem nodular compatível com metástase.,dataset_elevenlabs_llm+tts/847.mp3
Espessamento irregular do esôfago.,dataset_elevenlabs_llm+tts/848.mp3
Dilatação moderada do ureter.,dataset_elevenlabs_llm+tts/849.mp3
Imagem sugestiva de mieloma múltiplo.,dataset_elevenlabs_llm+tts/850.mp3
Cisto no ducto tireoglosso.,dataset_elevenlabs_llm+tts/851.mp3
Dilatação de veia hepática.,dataset_elevenlabs_llm+tts/852.mp3
Imagem de linfoma abdominal.,dataset_elevenlabs_llm+tts/853.mp3
Aneurisma da artéria hepática.,dataset_elevenlabs_llm+tts/854.mp3
Imagem hipodensa compatível com cisto no ovário esquerdo.,dataset_elevenlabs_llm+tts/855.mp3
Hiperplasia prostática benigna.,dataset_elevenlabs_llm+tts/856.mp3
Lesão hipodensa na medula espinhal.,dataset_elevenlabs_llm+tts/857.mp3
Hipoecogenicidade na região do baço.,dataset_elevenlabs_llm+tts/858.mp3
Estenose da artéria coronária.,dataset_elevenlabs_llm+tts/859.mp3
Imagem de linfadenopatia mediastinal.,dataset_elevenlabs_llm+tts/860.mp3
Discreta protrusão em L3-L4.,dataset_elevenlabs_llm+tts/861.mp3
Lesão hipoecóica na próstata.,dataset_elevenlabs_llm+tts/862.mp3
Dilatação do cólon sigmoide.,dataset_elevenlabs_llm+tts/863.mp3
Imagem de infarto cerebral.,dataset_elevenlabs_llm+tts/864.mp3
Cistos renais bilaterais.,dataset_elevenlabs_llm+tts/865.mp3
Fragmentos ósseos na fíbula distal.,dataset_elevenlabs_llm+tts/866.mp3
Aneurisma da artéria carótida interna.,dataset_elevenlabs_llm+tts/867.mp3
Hematoma na região parietal direita.,dataset_elevenlabs_llm+tts/868.mp3
Dilatação do ureter proximal.,dataset_elevenlabs_llm+tts/869.mp3
Lesão expansiva na glândula submandibular.,dataset_elevenlabs_llm+tts/870.mp3
Imagem de colecistite crônica.,dataset_elevenlabs_llm+tts/871.mp3
Espessamento pleural.,dataset_elevenlabs_llm+tts/872.mp3
Aneurisma da artéria cerebelar inferior.,dataset_elevenlabs_llm+tts/873.mp3
Imagem de meningioma.,dataset_elevenlabs_llm+tts/874.mp3
Hiperplasia nodular focal hepática.,dataset_elevenlabs_llm+tts/875.mp3
Dilatação do ducto de Wirsung.,dataset_elevenlabs_llm+tts/876.mp3
Imagem de tuberculose pulmonar.,dataset_elevenlabs_llm+tts/877.mp3
Lesão expansiva no seio frontal.,dataset_elevenlabs_llm+tts/878.mp3
Imagem compatível com cisto de Tarlov.,dataset_elevenlabs_llm+tts/879.mp3
Dilatação do ducto bilear comum.,dataset_elevenlabs_llm+tts/880.mp3
Presença de gordura hepática.,dataset_elevenlabs_llm+tts/881.mp3
Espessamento da parede da bexiga.,dataset_elevenlabs_llm+tts/882.mp3
Imagem sugestiva de esclerose múltipla.,dataset_elevenlabs_llm+tts/883.mp3
Lesão hipervascular no fígado.,dataset_elevenlabs_llm+tts/884.mp3
Derrame articular no tornozelo esquerdo.,dataset_elevenlabs_llm+tts/885.mp3
Cisto no seio esfenoidal.,dataset_elevenlabs_llm+tts/886.mp3
Estreitamento das artérias coronárias.,dataset_elevenlabs_llm+tts/887.mp3
Imagem de dermatofibroma.,dataset_elevenlabs_llm+tts/888.mp3
Discreta hiperplasia da medula óssea.,dataset_elevenlabs_llm+tts/889.mp3
Pseudocisto pancreático.,dataset_elevenlabs_llm+tts/890.mp3
Lesão expansiva no lobo parietal.,dataset_elevenlabs_llm+tts/891.mp3
Imagem de osteossarcoma.,dataset_elevenlabs_llm+tts/892.mp3
Imagem hiperdensa em baço.,dataset_elevenlabs_llm+tts/893.mp3
Aneurisma da artéria mesentérica superior.,dataset_elevenlabs_llm+tts/894.mp3
Hipertrofia da glândula sublingual direita.,dataset_elevenlabs_llm+tts/895.mp3
Estreitamento das vias biliares.,dataset_elevenlabs_llm+tts/896.mp3
Lesão expansiva no quadrante inferior esquerdo.,dataset_elevenlabs_llm+tts/897.mp3
Imagem de osteíte púbica.,dataset_elevenlabs_llm+tts/898.mp3
Dilatação do ventrículo lateral esquerdo.,dataset_elevenlabs_llm+tts/899.mp3
Observa-se lesão expansiva em região cerebral.,dataset_elevenlabs_llm+tts/900.mp3
Não há evidências de hemorragia intracraniana.,dataset_elevenlabs_llm+tts/901.mp3
A artéria carótida interna apresenta fluxo sanguíneo normal.,dataset_elevenlabs_llm+tts/902.mp3
Visualiza-se herniação discal em nível lombar.,dataset_elevenlabs_llm+tts/903.mp3
"O parênquima pulmonar apresenta-se normal, sem sinais de nódulos ou lesões.",dataset_elevenlabs_llm+tts/904.mp3
Foi identificado aumento na espessura da parede do ventrículo esquerdo.,dataset_elevenlabs_llm+tts/905.mp3
Notam-se sinais de degeneração articular no joelho direito.,dataset_elevenlabs_llm+tts/906.mp3
O fígado apresenta contornos normais e sem lesões focais.,dataset_elevenlabs_llm+tts/907.mp3
A vesícula biliar não apresenta cálculos ou sinais de inflamação.,dataset_elevenlabs_llm+tts/908.mp3
Existem sinais de osteopenia em coluna vertebral.,dataset_elevenlabs_llm+tts/909.mp3
Os seios paranasais estão livres de processos inflamatórios.,dataset_elevenlabs_llm+tts/910.mp3
Identifica-se dilatação da aorta abdominal.,dataset_elevenlabs_llm+tts/911.mp3
Não há evidências de fraturas nos ossos da bacia.,dataset_elevenlabs_llm+tts/912.mp3
O miométrio apresenta um nódulo sugestivo de mioma.,dataset_elevenlabs_llm+tts/913.mp3
Observa-se moderado derrame pleural à direita.,dataset_elevenlabs_llm+tts/914.mp3
Não foram identificados sinais de trombose venosa profunda.,dataset_elevenlabs_llm+tts/915.mp3
O baço encontra-se com tamanho e ecotextura normais.,dataset_elevenlabs_llm+tts/916.mp3
Detecta-se massa heterogênea em região de tireoide.,dataset_elevenlabs_llm+tts/917.mp3
As adrenais não apresentam alterações volumétricas significativas.,dataset_elevenlabs_llm+tts/918.mp3
Observa-se moderada atrofia cortical em cérebro.,dataset_elevenlabs_llm+tts/919.mp3
Há presença de pequenos cistos nos ovários.,dataset_elevenlabs_llm+tts/920.mp3
A próstata apresenta-se aumentada em volume.,dataset_elevenlabs_llm+tts/921.mp3
"Examinando a coluna cervical, não há sinais de compressão medular.",dataset_elevenlabs_llm+tts/922.mp3
Identifica-se tecido cicatricial em região de cirurgia prévia.,dataset_elevenlabs_llm+tts/923.mp3
A artéria renal direita apresenta estenose significativa.,dataset_elevenlabs_llm+tts/924.mp3
A bexiga urinária mostra paredes finas e sem irregularidades.,dataset_elevenlabs_llm+tts/925.mp3
O pâncreas apresenta contornos regulares e sem lesões.,dataset_elevenlabs_llm+tts/926.mp3
Foi detectada lesão isquêmica em território de artéria cerebral média.,dataset_elevenlabs_llm+tts/927.mp3
Foi observada ausência de líquido sinovial em joelho esquerdo.,dataset_elevenlabs_llm+tts/928.mp3
O rim esquerdo apresenta um cisto simples.,dataset_elevenlabs_llm+tts/929.mp3
Não foram identificadas lesões osteolíticas na coluna torácica.,dataset_elevenlabs_llm+tts/930.mp3
Visualiza-se discreto abaulamento da parede abdominal.,dataset_elevenlabs_llm+tts/931.mp3
Os pulmões apresentam-se com bom padrão de aeração.,dataset_elevenlabs_llm+tts/932.mp3
Detecta-se espessamento da parede gástrica.,dataset_elevenlabs_llm+tts/933.mp3
A pelve renal não está dilatada.,dataset_elevenlabs_llm+tts/934.mp3
A articulação temporomandibular apresenta sinais de degeneração.,dataset_elevenlabs_llm+tts/935.mp3
Existe moderada infiltração gordurosa hepática.,dataset_elevenlabs_llm+tts/936.mp3
Observa-se cicatriz retrátil em região uterina.,dataset_elevenlabs_llm+tts/937.mp3
Não foram identificados sinais de metástase óssea.,dataset_elevenlabs_llm+tts/938.mp3
O canal medular está bem preservado.,dataset_elevenlabs_llm+tts/939.mp3
Identifica-se presença de hemangioma em coluna vertebral.,dataset_elevenlabs_llm+tts/940.mp3
A fossa poplítea não apresenta cistos.,dataset_elevenlabs_llm+tts/941.mp3
Há sinais sugestivos de espondilolistese lombar.,dataset_elevenlabs_llm+tts/942.mp3
Não foram identificados focos infecciosos em cavidade abdominal.,dataset_elevenlabs_llm+tts/943.mp3
O líquido cefalorraquidiano apresenta características normais.,dataset_elevenlabs_llm+tts/944.mp3
Identifica-se espessamento das válvulas cardíacas.,dataset_elevenlabs_llm+tts/945.mp3
Detecta-se lesão expansiva solitária em fígado.,dataset_elevenlabs_llm+tts/946.mp3
O músculo cardíaco apresenta-se com contratilidade preservada.,dataset_elevenlabs_llm+tts/947.mp3
Observa-se leve desvio do septo nasal.,dataset_elevenlabs_llm+tts/948.mp3
Não há evidências de processos inflamatórios em mediastino.,dataset_elevenlabs_llm+tts/949.mp3
A vesícula seminal apresenta contornos normais.,dataset_elevenlabs_llm+tts/950.mp3
O canal auditivo interno não apresenta lesões.,dataset_elevenlabs_llm+tts/951.mp3
Identifica-se pequeno pólipo na vesícula biliar.,dataset_elevenlabs_llm+tts/952.mp3
Não foram detectadas anomalias congênitas nos rins.,dataset_elevenlabs_llm+tts/953.mp3
A glândula pineal apresenta calcificação fisiológica.,dataset_elevenlabs_llm+tts/954.mp3
Observa-se alargamento do espaço intervertebral.,dataset_elevenlabs_llm+tts/955.mp3
Há presença de linfonodos aumentados na região inguinal.,dataset_elevenlabs_llm+tts/956.mp3
O útero apresenta contornos irregulares.,dataset_elevenlabs_llm+tts/957.mp3
Visualiza-se pequeno divertículo em intestino delgado.,dataset_elevenlabs_llm+tts/958.mp3
Detecta-se hidronefrose moderada em rim direito.,dataset_elevenlabs_llm+tts/959.mp3
O lobo caudado do fígado apresenta-se normal.,dataset_elevenlabs_llm+tts/960.mp3
As glândulas parótidas não apresentam alterações significativas.,dataset_elevenlabs_llm+tts/961.mp3
Observa-se derrame articular em ombro direito.,dataset_elevenlabs_llm+tts/962.mp3
A suprarrenal esquerda apresenta lesão nodular.,dataset_elevenlabs_llm+tts/963.mp3
Não há sinais de fratura em região de escápula esquerda.,dataset_elevenlabs_llm+tts/964.mp3
Identificam-se áreas de bronquiectasia no pulmão esquerdo.,dataset_elevenlabs_llm+tts/965.mp3
A parede arterial apresenta placas de ateroma calcificadas.,dataset_elevenlabs_llm+tts/966.mp3
Observa-se moderado espessamento da sinóvia em quadril.,dataset_elevenlabs_llm+tts/967.mp3
Não foram detectadas formações císticas em baço.,dataset_elevenlabs_llm+tts/968.mp3
A medula espinhal apresenta sinais de mielopatia cervical.,dataset_elevenlabs_llm+tts/969.mp3
Detecta-se pequeno linfonodo reativo em pescoço.,dataset_elevenlabs_llm+tts/970.mp3
O músculo vasto lateral apresenta sinais de lesão.,dataset_elevenlabs_llm+tts/971.mp3
A cavidade craniana não mostra sinais de lesões expansivas.,dataset_elevenlabs_llm+tts/972.mp3
As vias biliares intra-hepáticas não estão dilatadas.,dataset_elevenlabs_llm+tts/973.mp3
Observa-se desvio discreto da coluna lombar.,dataset_elevenlabs_llm+tts/974.mp3
A artéria mesentérica superior apresenta fluxo normal.,dataset_elevenlabs_llm+tts/975.mp3
Não há evidências de fibrose pulmonar.,dataset_elevenlabs_llm+tts/976.mp3
O estômago apresenta-se com boa distensão e sem irregularidades.,dataset_elevenlabs_llm+tts/977.mp3
Detecta-se presença de cisto de Baker atrás do joelho.,dataset_elevenlabs_llm+tts/978.mp3
A coluna lombossacral não apresenta sinais de desalinhamento.,dataset_elevenlabs_llm+tts/979.mp3
